代码, 中文
WeaponRack_Wall_Wood, 木制壁挂武器架
WeaponRack_Wood, 木制武器架

### 爆炸物/陷阱 (Explosives & Traps) ###
BarbedSpikeTrap, 带刺尖刺陷阱
C4, C4炸药
C4_CircuitBoard, C4电路板
C4_Detonator, C4引爆器
C4_Keypad, C4密码键盘
C4_Pack, C4炸药包
CartridgeTrap, 弹壳陷阱
Claymore, 阔剑地雷
EMP_Grenade, EMP手雷
FireworksTrap, 烟花陷阱
FlareTrap, 信号弹陷阱
Frag_Grenade, 破片手雷
ImprovisedClaymore, 简易阔剑地雷
ImprovisedMine, 简易地雷
Laser_Detonator, 激光引爆器
Mine_01, 地雷(1)
Mine_02, 地雷(2)
PipeBomb, 管状炸弹
PracticeTrap, 练习陷阱
PressureCookerBomb, 高压锅炸弹
PromTrap, 促销陷阱
Sensor_Detonator, 传感器引爆器
SilentAlarm, 静音警报器
Smoke_Grenade, 烟雾弹
Smoke_Grenade_Green, 烟雾弹(绿色)
Smoke_Grenade_Red, 烟雾弹(红色)
Smoke_Grenade_Violet, 烟雾弹(紫色)
Smoke_Grenade_Yellow, 烟雾弹(黄色)
StakePitTrap, 尖刺坑陷阱
TearGasGrenade, 催泪瓦斯手雷
TNT, TNT炸药

### 箭/弩箭 (Arrows & Bolts) ###
Carbon_Arrow, 碳纤维箭
Carbon_BroadHead_Arrow, 碳纤维宽头箭
Explosive_Arrow, 爆炸箭
Explosive_Arrow_Carbon, 碳纤维爆炸箭
Explosive_Arrow_Metal, 金属爆炸箭
Metal_Arrow, 金属箭
Metal_BroadHead_Arrow, 金属宽头箭
Wooden_Arrow, 木箭
Wooden_ArrowFeathers, 木制羽箭
Wooden_ArrowMetalTip, 木制金属头箭
Wooden_Arrows_6pc, 木箭(6支)
Wooden_ArrowStoneTip, 木制石质头箭

### 钓鱼 (Fishing) ###
Fishing_hook, 鱼钩
FishingBait_Bleak, 鱼饵(欧白鲑)
FishingBait_BoiliesPrm1, 鱼饵(高级饵料1)
FishingBait_Bread, 鱼饵(面包)
FishingBait_Cheese, 鱼饵(奶酪)
FishingBait_Corn, 鱼饵(玉米)
FishingBait_Cricket, 鱼饵(蟋蟀)
FishingBait_Grasshopper, 鱼饵(蚱蜢)
FishingBait_Meat, 鱼饵(肉)
FishingBait_RedWorm, 鱼饵(红虫)
FishingBait_Sardine, 鱼饵(沙丁鱼)
FishingBait_Worm, 鱼饵(蚯蚓)
FishingFloater, 鱼漂
FishingFloater1, 鱼漂(1)
FishingFloaterPack1, 鱼漂包(1)
FishingFloaterPack2, 鱼漂包(2)
FishingHook, 鱼钩
FishingHook1, 鱼钩(1)
FishingHook2, 鱼钩(2)
FishingHook3, 鱼钩(3)
FishingHook4, 鱼钩(4)
FishingHookPack1, 鱼钩包(1)
FishingHookPack2, 鱼钩包(2)
FishingHookPack3, 鱼钩包(3)
FishingHookPack4, 鱼钩包(4)
FishingLine_1, 鱼线(1)
FishingLine_2, 鱼线(2)
FishingLine_3, 鱼线(3)
FishingLine_4, 鱼线(4)
FishingLinePiece_1, 鱼线段(1)
FishingLinePiece_2, 鱼线段(2)
FishingLinePiece_3, 鱼线段(3)
FishingLinePiece_4, 鱼线段(4)
FishingReel, 渔线轮
FishingReelPro, 专业渔线轮
FishingRod, 钓鱼竿
FishingRod_A, 钓鱼竿A
FishingRod_B, 钓鱼竿B
Improvised_FishingLine, 简易鱼线
ImprovisedFishingFloater, 简易鱼漂
ImprovisedFishingHook, 简易鱼钩
ImprovisedFishingReel, 简易渔线轮
ImprovisedFishingRod, 简易钓鱼竿

### 动物/鱼类 (Animals & Fish) ###
Bear_Back_Paws, 熊后掌
Bear_Front_Paws, 熊前掌
Bear_Head, 熊头
Bear_Left_Back_Leg, 熊左后腿
Bear_Left_Front_Leg, 熊左前腿
Bear_Left_Torso_Half, 熊左半躯干
Bear_Right_Back_Leg, 熊右后腿
Bear_Right_Front_Leg, 熊右前腿
Bear_Right_Torso_Half, 熊右半躯干
Bear_Skinned, 剥皮熊
Bear_Steak, 熊排
Bear_Torso, 熊躯干
Bear_Improvised_Jacket, 熊皮夹克
Boar_Back_Leg, 野猪后腿
Boar_Front_Leg, 野猪前腿
Boar_Head, 野猪头
Boar_Head_Spike, 野猪头尖刺
Boar_Hooves_Back, 野猪后蹄
Boar_Hooves_front, 野猪前蹄
Boar_Skinned, 剥皮野猪
Boar_Torso, 野猪躯干
Buck_Antlers, 公鹿角
Buck_Head, 公鹿头
Buck_Left_Back_Leg, 公鹿左后腿
Buck_Left_Front_Leg, 公鹿左前腿
Buck_Right_Back_Leg, 公鹿右后腿
Buck_Right_Front_Leg, 公鹿右前腿
Buck_Skinned, 剥皮公鹿
Buck_Torso, 公鹿躯干
Deer_Head_Spike, 鹿头尖刺
Deer_Steak, 鹿排
Doe_01_Steak, 母鹿排
Doe_Head, 母鹿头
Doe_Left_Back_Leg, 母鹿左后腿
Doe_Left_Front_Leg, 母鹿左前腿
Doe_Right_Back_Leg, 母鹿右后腿
Doe_Right_Front_Leg, 母鹿右前腿
Doe_Skinned, 剥皮母鹿
Doe_Torso, 母鹿躯干
Donkey_Back_Leg, 驴后腿
Donkey_Front_Leg, 驴前腿
Donkey_Head, 驴头
Donkey_Head_Spike, 驴头尖刺
Donkey_Skinned, 剥皮驴
Donkey_Steak, 驴排
Donkey_Torso, 驴躯干
Goat_Back_Limb, 山羊后肢
Goat_Front_Limb, 山羊前肢
Goat_Head, 山羊头
Goat_Head_Spike, 山羊头尖刺
Goat_Horns, 山羊角
Goat_Skinned, 剥皮山羊
Goat_Steak, 山羊排
Goat_Torso, 山羊躯干
Hen_Torso, 母鸡躯干
Horse_Back_Limb, 马后肢
Horse_Front_Limb, 马前肢
Horse_Head, 马头
Horse_Head_Spike, 马头尖刺
Horse_Mask, 马面具
Horse_Skinned, 剥皮马
Horse_Steak, 马排
Horse_Torso, 马躯干
Horse_Torso_Half, 马半躯干
Human_Head_Spike, 人头尖刺
Human_Steak, 人排
Mutant_Boar_Hooves_Back, 变异野猪后蹄
Mutant_Boar_Hooves_front, 变异野猪前蹄
Rabbit_Left_Back, 兔左后
Rabbit_Left_Front, 兔左前
Rabbit_Right_Back, 兔右后
Rabbit_Right_Front, 兔右前
Rabbit_Skinned, 剥皮兔
RabbitLeg, 兔腿
RabbitMeat, 兔肉
Wolf_Head, 狼头
Wolf_Left_Back_Leg, 狼左后腿
Wolf_Left_Front_Leg, 狼左前腿
Wolf_Right_Back_Leg, 狼右后腿
Wolf_Right_Front_Leg, 狼右前腿
Wolf_Skinned, 剥皮狼
Wolf_Steak, 狼排
Wolf_Torso, 狼躯干
Zombie_01_Head, 僵尸头(1)
Zombie_01_Head_No_teeth, 僵尸头(1·无牙)
Zombie_01_Left_Arm, 僵尸左臂(1)
Zombie_01_Left_Foot, 僵尸左脚(1)
Zombie_01_Left_Leg, 僵尸左腿(1)
Zombie_01_Right_Arm, 僵尸右臂(1)
Zombie_01_Right_Foot, 僵尸右脚(1)
Zombie_01_Right_Leg, 僵尸右腿(1)
Zombie_01_Torso, 僵尸躯干(1)
Zombie_Fat, 僵尸脂肪
Zombie_guts, 僵尸内脏
ZombieMeat, 僵尸肉

### 鱼类 (Fish) ###
Amur_Fillet, 草鱼片
Bass_Fillet, 鲈鱼片
Bleak_Fillet, 欧白鲑鱼片
Carp_Fillet, 鲤鱼片
Catfish_Fillet, 鲶鱼片
Chub_Fillet, 鲢鱼片
Dentex_Fillet, 齿鲷鱼片
EuropeanBass_Fillet, 欧洲鲈鱼片
Fish_Amur, 草鱼
Fish_Bass, 鲈鱼
Fish_Bleak, 欧白鲑
Fish_Carp, 鲤鱼
Fish_Catfish, 鲶鱼
Fish_Chub, 鲢鱼
Fish_CrucianCarp, 鲫鱼
Fish_Dentex, 齿鲷
Fish_Orata, 金头鲷
Fish_Pike, 狗鱼
Fish_PrussianCarp, 普鲁士鲫鱼
Fish_Ruffe, 梅花鲈
Fish_Sardine, 沙丁鱼
Fish_trap, 捕鱼器
Fish_Tuna, 金枪鱼
Monkfish_Fillet, 鮟鱇鱼片
Orata_Fillet, 金头鲷鱼片
Pike_Fillet, 狗鱼片
Ruffe_Fillet, 梅花鲈鱼片
Sardine_Fillet, 沙丁鱼片
Tuna_Fillet, 金枪鱼片

### 建筑/家具/装饰 (Building & Furniture) ###
Advanced_Standing_Torch_01, 高级立式火把(1)
BaseExpansionKit_Lvl1, 基地扩建套件(1级)
BaseExpansionKit_Lvl2, 基地扩建套件(2级)
BlankSign, 空白标志
Bonfire, 篝火
Cabinet_Large_Wood, 大型木柜
Car_Lamp_Ceiling, 车灯(天花板)
Car_Lamp_Wall, 车灯(墙壁)
Chandelier_WFP, 枝形吊灯
Christmas_Ball_01, 圣诞球(1)
Christmas_Ball_02, 圣诞球(2)
Christmas_Ball_03, 圣诞球(3)
Christmas_Ball_04, 圣诞球(4)
Christmas_Ball_05, 圣诞球(5)
Christmas_Ball_06, 圣诞球(6)
Christmas_Box, 圣诞箱
Christmas_Decoration, 圣诞装饰
Christmas_Paper_01, 圣诞包装纸(1)
Christmas_Paper_02, 圣诞包装纸(2)
Christmas_Paper_03, 圣诞包装纸(3)
Christmas_Present_01, 圣诞礼物(1)
Christmas_Present_02, 圣诞礼物(2)
Christmas_Present_03, 圣诞礼物(3)
Christmas_tree, 圣诞树
Christmas_tree_Decorated, 装饰好的圣诞树
Christmas_Tree_Folded, 折叠圣诞树
Christmas_Vest_01, 圣诞背心(1)
DialLock_Item, 密码锁
Fire_deflector_shield, 防火盾
Fireplace1, 壁炉(1)
Fireplace2, 壁炉(2)
Fireplace3, 壁炉(3)
Improved_Wooden_Chest, 改良木箱
Improvised_Chandelier_Light, 简易吊灯
Improvised_Electric_Lamp_Ceiling, 简易电灯(天花板)
Improvised_Electric_Lamp_Wall, 简易电灯(墙壁)
Improvised_Gas_Lamp_Ceiling, 简易煤气灯(天花板)
Improvised_Gas_Lamp_Wall, 简易煤气灯(墙壁)
Improvised_Metal_Chest, 简易金属箱
Improvised_Wooden_Chest, 简易木箱
Jack_o_Lantern_01, 杰克灯(1)
Jack_o_Lantern_02, 杰克灯(2)
Jack_o_Lantern_03, 杰克灯(3)
Kitchen_Board_01, 厨房板(1)
Kitchen_Board_02, 厨房板(2)
Kitchen_Element_Improvised_Base, 简易厨房底座
Kitchen_Element_Improvised_Corner, 简易厨房转角
Kitchen_Element_Improvised_DrawersThree, 简易厨房三抽屉
Kitchen_Element_Improvised_DrawersTwo, 简易厨房两抽屉
Lock_Security, 安全锁
Lock_Security_Lvl2, 安全锁(2级)
Lock_Security_Lvl3, 安全锁(3级)
LockpickingBoard, 开锁练习板
Oven_Improvised, 简易烤箱
Refrigerator_Portable_Small, 便携小冰箱
Shelter, 庇护所
Sign_01, 标志(1)
Sign_02, 标志(2)
Sign_03, 标志(3)
Sign_04, 标志(4)
Sign_05, 标志(5)
Snowman_01, 雪人(1)
Standing_Torch_01, 立式火把(1)
T_Banner_Basic, 基本旗帜
Tepee, 帐篷
Wall_Flag_Basic, 基本墙旗
Wardrobe_Improvised_Wood, 简易木衣柜
Water_Collector_Can, 集水器(罐)
Water_Collector_PET, 集水器(塑料瓶)
Water_Collector_Raincoat, 集水器(雨衣)
Water_Collector_WaterBottle, 集水器(水瓶)

### 锁/钥匙 (Locks & Keys) ###
KeyCard, 钥匙卡
KeyCardBunker_Level01, 地堡钥匙卡(1级)
KeyCardBunker_Level02, 地堡钥匙卡(2级)
Lock_Item_Advanced, 高级锁
Lock_Item_Basic, 基础锁
Lock_Item_Medium, 中级锁
Padlock, 挂锁
Remote_Door_Key, 遥控门钥匙
Remote_Door_Sensor, 遥控门传感器

### 其他/杂项 (Miscellaneous) ###
BeginPlay_Parachute, 开局降落伞
Bobby_pin, 发卡
Bobby_Pin_Package, 发卡包
Bunny_Slippers, 兔子拖鞋
Candle_01, 蜡烛(1)
Cash, 现金
Christmas_Slippers, 圣诞拖鞋
Cigarette, 香烟
Cigarette1, 香烟(1)
Cigarettes, 香烟(包)
Cigarettes1, 香烟(包·1)
Coal_01, 煤炭(1)
Coffee_Cup, 咖啡杯
Credit_Card_Classic, 信用卡(经典)
Credit_Card_Gold, 信用卡(金卡)
Credit_Card_Starter, 信用卡(入门)
Cuban_Cigar, 古巴雪茄
Double_Bang_Firecracker, 双响爆竹
Earthworm, 蚯蚓
EmptyBag, 空袋子
Faceroll_Smasher, 滚脸粉碎者
FlareCartridge, 信号弹
FlareItem, 信号棒
FlareItem_Blue, 信号棒(蓝色)
FlareItem_Green, 信号棒(绿色)
Grasshopper, 蚱蜢
IntEA_Level1, 智能EA(1级)
IntEA_Level2, 智能EA(2级)
IntEA_Level3, 智能EA(3级)
Joint01, 大麻烟(1)
Larve, 幼虫
Lockpick_Item, 开锁器
Magnifying_Glass, 放大镜
Magnifying_Glass1, 放大镜(1)
Oil_Filter, 机油滤清器
PaintSprayer, 喷漆枪
Pantyhose_01, 连裤袜(1)
Prisoner_Head, 囚犯头
Prisoner_Head_No_Teeth, 囚犯头(无牙)
Prisoner_Left_Arm, 囚犯左臂
Prisoner_Left_Foot, 囚犯左脚
Prisoner_Left_Leg, 囚犯左腿
Prisoner_Right_Arm, 囚犯右臂
Prisoner_Right_Foot, 囚犯右脚
Prisoner_Right_Leg, 囚犯右腿
Prisoner_Torso, 囚犯躯干
Puppet_Eye, 傀儡之眼
RH_Tights, RH紧身衣
Sentry_50cal_Rifle, 哨兵.50步枪
Sentry_Aiming_Kit, 哨兵瞄准套件
Sentry_Minigun, 哨兵机枪
Snowballs_01, 雪球(1)
Snowballs_02, 雪球(2)
Spliff, 大麻烟卷
WineCork, 酒瓶塞
Zombie_Impersonator_Suit, 僵尸伪装服

### 弓弩 (Bows & Crossbows) ###
Bow_ImprovisedStabilizer, 简易弓稳定器
Bow_MicroStabilizer, 微型弓稳定器
BowSilencer, 弓弦消音器
BowSilencer_SlipOn, 弓弦套式消音器
Compound_Bow, 复合弓
Compound_Bow_Desert, 复合弓(沙漠)
Compound_Bow_Digital, 复合弓(数码)
Compound_Bow_Snow, 复合弓(雪地)
Compound_Bow_US_Scorpion, 复合弓(US蝎子)
Compound_Bow_Woodland, 复合弓(林地)
CompoundBowSight_3_Pin, 复合弓三针瞄具
CompoundBowSight_5_Pin, 复合弓五针瞄具
Improvised_Bow, 简易弓
Improvised_Bow_25, 简易弓(25磅)
Improvised_Bow_30, 简易弓(30磅)
Improvised_Bow_35, 简易弓(35磅)
Improvised_Quiver_01, 简易箭袋(1)
Improvised_Quiver_02_Event, 简易箭袋(2·活动)
Improvised_Quiver_02_Rags, 简易箭袋(2·布)
Manchu_Bow_50, 满弓(50磅)
Military_Quiver_01, 军用箭袋(1)
Military_Quiver_02, 军用箭袋(2)
Military_Quiver_03, 军用箭袋(3)
Military_Quiver_04, 军用箭袋(4)
Military_Quiver_05, 军用箭袋(5)
Military_Quiver_06, 军用箭袋(6)
Military_Quiver_07, 军用箭袋(7)
Military_Quiver_08, 军用箭袋(8)
Recurve_Bow, 反曲弓
Recurve_Bow_100, 反曲弓(100磅)
Recurve_Bow_50, 反曲弓(50磅)
Recurve_Bow_60, 反曲弓(60磅)
Recurve_Bow_70, 反曲弓(70磅)
Recurve_Bow_80, 反曲弓(80磅)
Recurve_Bow_90, 反曲弓(90磅)
Takedown_Bow, 拆装弓
Weapon_BlackHawk_Crossbow, 黑鹰十字弩
Weapon_Improvised_Crossbow, 简易十字弩

### 专用服装/套装 (Special Outfits) ###
Bear_Improvised_Jacket, 熊皮夹克
Bear_Improvised_Pants, 熊皮裤
Christmas_Pants_01, 圣诞裤(1)
Christmas_Pants_02, 圣诞裤(2)
Ghillie_Suit_Jacket_01, 吉利服上衣(1)
Ghillie_Suit_Jacket_02, 吉利服上衣(2)
Ghillie_Suit_Jacket_03, 吉利服上衣(3)
Ghillie_Suit_Jacket_04, 吉利服上衣(4)
Ghillie_Suit_Jacket_05, 吉利服上衣(5)
Ghillie_Suit_Pants_01, 吉利服裤子(1)
Ghillie_Suit_Pants_02, 吉利服裤子(2)
Ghillie_Suit_Pants_03, 吉利服裤子(3)
Ghillie_Suit_Pants_04, 吉利服裤子(4)
Ghillie_Suit_Pants_05, 吉利服裤子(5)
Hazmat_Suit_Modern, 现代防护服
Hazmat_Suit_Vintage, 复古防护服
Improvised_Ghillie_Jacket, 简易吉利服上衣
Improvised_Ghillie_Pants, 简易吉利服裤子
Inmate_Hoodie_01, 囚犯连帽衫(1)
Inmate_pants, 囚犯裤子
Inmate_shirt_01, 囚犯衬衫(1)
Qipao_Dress_01, 旗袍(1)
Qipao_Dress_02, 旗袍(2)
Qipao_Dress_03, 旗袍(3)
Qipao_Dress_04, 旗袍(4)
Qipao_Dress_05, 旗袍(5)
Qipao_Dress_06, 旗袍(6)
Shimoro_Pants, 下毛裤
Shimoro_Vest, 下毛背心
Vintage_Jail_Cap_01, 复古囚帽(1)
Vintage_Jail_Pants_01, 复古囚裤(1)
Vintage_Jail_Shirt_01, 复古囚服(1)
WW2_German_Helmet_01, 二战德军头盔(1)

### 圣诞节特殊物品 (Christmas Specials) ###
Christmas_Present_AK15, 圣诞礼物AK15
Christmas_Present_AK15_01, 圣诞礼物AK15(1)
Christmas_Present_AK15_02, 圣诞礼物AK15(2)
Christmas_Present_AKS_74U, 圣诞礼物AKS-74U
Christmas_Present_AKS_74U_01, 圣诞礼物AKS-74U(1)
Christmas_Present_AKS_74U_02, 圣诞礼物AKS-74U(2)
Christmas_Present_AS_Val, 圣诞礼物AS Val
Christmas_Present_AS_Val_01, 圣诞礼物AS Val(1)
Christmas_Present_AS_Val_02, 圣诞礼物AS Val(2)
Christmas_Present_Ghillie, 圣诞礼物吉利服
Christmas_Present_Ghillie_01, 圣诞礼物吉利服(1)
Christmas_Present_Ghillie_02, 圣诞礼物吉利服(2)
Christmas_Present_Kar98, 圣诞礼物Kar98
Christmas_Present_Kar98_01, 圣诞礼物Kar98(1)
Christmas_Present_Kar98_02, 圣诞礼物Kar98(2)
Christmas_Present_Laika_Alternator, 圣诞礼物莱卡发电机
Christmas_Present_M1, 圣诞礼物M1
Christmas_Present_M1_01, 圣诞礼物M1(1)
Christmas_Present_M1_02, 圣诞礼物M1(2)
Christmas_Present_M16A4, 圣诞礼物M16A4
Christmas_Present_M16A4_01, 圣诞礼物M16A4(1)
Christmas_Present_M16A4_02, 圣诞礼物M16A4(2)
Christmas_Present_M1887, 圣诞礼物M1887
Christmas_Present_M249, 圣诞礼物M249
Christmas_Present_M82A1, 圣诞礼物M82A1
Christmas_Present_M82A1_01, 圣诞礼物M82A1(1)
Christmas_Present_M82A1_02, 圣诞礼物M82A1(2)
Christmas_Present_MAC10, 圣诞礼物MAC-10
Christmas_Present_MAC10_01, 圣诞礼物MAC-10(1)
Christmas_Present_MAC10_02, 圣诞礼物MAC-10(2)
Christmas_Present_MK18, 圣诞礼物MK18
Christmas_Present_MK18_01, 圣诞礼物MK18(1)
Christmas_Present_MK18_02, 圣诞礼物MK18(2)
Christmas_Present_MP5, 圣诞礼物MP5
Christmas_Present_MP5_01, 圣诞礼物MP5(1)
Christmas_Present_MP5_02, 圣诞礼物MP5(2)
Christmas_Present_Rager_Alternator, 圣诞礼物突击越野车发电机
Christmas_Present_RPK, 圣诞礼物RPK
Christmas_Present_RPK_01, 圣诞礼物RPK(1)
Christmas_Present_RPK_02, 圣诞礼物RPK(2)
Christmas_Present_SCAR_DMR, 圣诞礼物SCAR-DMR
Christmas_Present_SCAR_L, 圣诞礼物SCAR-L
Christmas_Present_SCAR_L_01, 圣诞礼物SCAR-L(1)
Christmas_Present_SCAR_L_02, 圣诞礼物SCAR-L(2)
Christmas_Present_SVD, 圣诞礼物SVD
Christmas_Present_SVD_01, 圣诞礼物SVD(1)
Christmas_Present_SVD_02, 圣诞礼物SVD(2)
Christmas_Present_UMP, 圣诞礼物UMP
Christmas_Present_UMP_01, 圣诞礼物UMP(1)
Christmas_Present_UMP_02, 圣诞礼物UMP(2)
Christmas_Present_WW_Alternator, 圣诞礼物WW发电机
